airID,airline,airlinealias,IATA,ICAO,callsign,country,active
1722,Challenge Air Transport,\N,NA,CLS,AIRISTO,Germany,N
1723,Challenge Aviation,\N,NA,CHS,CHALLENGE AVIATION,Australia,N
1724,Challenge International Airlines,\N,NA,OFF,CHALLENGE AIR,United States,N
1725,AC Challenge Aero,\N,NA,CHG,SKY CHALLENGER,Ukraine,N
1726,Champagne Airlines,\N,NA,CPH,CHAMPAGNE,France,N
1727,Champion Air,\N,MG,CCP,CHAMPION AIR,United States,N
1728,Chanchangi Airlines,\N,NA,NCH,CHANCHANGI,Nigeria,N
1729,Changan Airlines,\N,2Z,CGN,CHANGAN,China,N
1730,Channel Island Aviation,\N,NA,CHN,CHANNEL,United States,N
1731,Chantilly Air,\N,NA,WML,MARLIN,United States,N
1732,Chaparral Airlines,\N,NA,CPL,CHAPARRAL,United States,N
1733,Chari Aviation Services,\N,S8,CSU,CHARI SERVICE,Chad,N
1734,Charlan Air Charter,\N,NA,CAH,CHARLAN,South Africa,N
1735,Charlie Hammonds Flying Service,\N,NA,HMD,HAMMOND,United States,N
1736,Charlotte Air National Guard,\N,NA,CGD,NA,United States,N
1737,Charter Air,\N,NA,CHW,CHARTER WIEN,Austria,Y
1738,Chartright Air,\N,NA,HRT,CHARTRIGHT,Canada,N
1739,Chautauqua Airlines,\N,RP,CHQ,CHAUTAUQUA,United States,Y
1740,Cheboksary Airenterprise JSC,\N,NA,CBB,CHEBAIR,Russia,N
1741,Chemech Aviation,\N,NA,CHM,NA,Pakistan,N
1742,Cherline,\N,NA,CHZ,CHERL,Russia,N
1743,Chernomor-Avia,\N,NA,CMK,CHERAVIA,Russia,N
1744,Cherokee Express,\N,NA,CBM,BLUE MAX,United States,N
1745,Cherry Air,\N,NA,CCY,CHERRY,United States,N
1746,Chesapeake Air Service,\N,NA,CAB,CHESAPEAKE AIR,United States,N
1747,Chevron U.S.A,\N,NA,CVR,CHEVRON,United States,N
1748,Cheyenne Airways,\N,NA,CYA,CHEYENNE AIR,United States,N
1749,Chicago Air,\N,NA,CGO,WILD ONION,United States,N
1750,Chicago Express,\N,C8,WDY,WINDY CITY,United States,N
1751,Chief Rat Flight Services,\N,NA,RAT,RIVERRAT,South Africa,N
1752,Chilchota Taxi Aereo,\N,NA,CCH,CHILCHOTA,Mexico,N
1753,Chilcotin Caribou Aviation,\N,NA,DES,CHILCOTIN,Canada,N
1754,Chilliwack Aviation,\N,NA,CAD,CHILLIWACKAIR,Canada,N
1755,Chim-Nir Aviation,\N,NA,ETN,CHMINIR,Israel,N
1756,China Airlines,\N,CI,CAL,DYNASTY,Taiwan,Y
1757,China Cargo Airlines,\N,CK,CKK,CARGO KING,China,N
1758,China Eastern Airlines,\N,MU,CES,CHINA EASTERN,China,Y
1759,China Express Airlines,\N,NA,HXA,CHINA EXPRESS,China,N
1760,China Flying Dragon Aviation,\N,NA,CFA,FEILONG,China,N
1761,China General Aviation Corporation,\N,NA,CTH,TONGHANG,China,N
1762,China National Aviation Corporation,\N,NA,CAG,CHINA NATIONAL,China,N
1763,China Northern Airlines,\N,CJ,CBF,CHINA NORTHERN,China,N
1764,China Northwest Airlines,\N,WH,CNW,CHINA NORTHWEST,China,N
1765,China Ocean Helicopter Corporation,\N,NA,CHC,CHINA HELICOPTER,China,N
1766,China Postal Airlines,\N,8Y,CYZ,CHINA POST,China,N
1767,China Southern Airlines,\N,CZ,CSN,CHINA SOUTHERN,China,Y
1768,China Southwest Airlines,\N,NA,CXN,CHINA SOUTHWEST,China,N
1769,China United Airlines,\N,HR,CUA,LIANHANG,China,Y
1770,China Xinhua Airlines,\N,XO,CXH,XINHUA,China,N
1771,Yunnan Airlines,\N,3Q,CYH,YUNNAN,China,Y
1772,Chinguetti Airlines,\N,NA,CGU,CHINGUETTI,Mauritania,N
1773,Chipola Aviation,\N,NA,CEP,CHIPOLA,United States,N
1774,Chippewa Air Commuter,\N,NA,CPW,CHIPPEWA-AIR,United States,N
1775,Chitaavia,\N,X7,CHF,CHITA,Russia,N
1776,Christman Air System,\N,NA,CAS,CHRISTMAN,United States,N
1777,Christophorus Flugrettungsverein,\N,NA,OEC,CHRISTOPHORUS,Austria,N
1778,Chrome Air Services,\N,NA,CHO,CHROME AIR,United States,N
1779,Church Aircraft,\N,NA,CHU,CHURCHAIR,United States,N
1780,Cielos Airlines,\N,A2,CIU,CIELOS,Peru,N
1781,Cimber Air,\N,QI,CIM,CIMBER,Denmark,Y
1782,Cirrus,\N,NA,RRU,HELICIRRUS,Chile,N
1783,Cirrus Air,\N,NA,NTS,NITE STAR,United States,N
1784,Cirrus Airlines,\N,C9,RUS,CIRRUS AIR,Germany,Y
1785,Cirrus Middle East,\N,NA,JTI,NA,Lebanon,N
1786,Citationshares,\N,NA,FIV,FIVE STAR,United States,N
1787,Citibank,\N,NA,XCX,NA,United States,N
1788,Citic General Aviation,\N,NA,HZX,ZHONGXIN,China,N
1789,City Airline,\N,CF,SDR,SWEDESTAR,Sweden,Y
1790,City Connexion Airlines,\N,G3,CIX,CONNEXION,Burundi,Y
1791,City of Bangor,\N,NA,XBG,NA,United States,N
1792,CityJet,\N,WX,BCY,CITY-IRELAND,Ireland,Y
1793,Cityair (Chester) Limited,\N,NA,CAQ,AIR CHESTER,United Kingdom,N
1794,Cityfly,\N,NA,CII,CITYFLY,Italy,N
1795,BA CityFlyer,\N,CJ,CFE,FLYER,United Kingdom,Y
1796,Cityline Hungary,\N,NA,CNB,CITYHUN,Hungary,N
1797,Citylink Airlines,\N,NA,HSR,HOOSIER,United States,N
1798,Civair Airways,\N,NA,CIW,CIVFLIGHT,South Africa,N
1799,Civil Air Patrol South Carolina Wing,\N,NA,BKR,BOX KAR,United States,N
1800,Civil Air Transport,\N,CT,CAT,Mandarin,Taiwan,N
1801,Civil Aviation Authority,\N,NA,CIA,CALIMERA,Slovakia,N
1802,Civil Aviation Authority of New Zealand,\N,NA,CIV,CIVAIR,New Zealand,N
1803,Civil Aviation Inspectorate of the Czech Republic,\N,NA,CBA,CALIBRA,Czech Republic,N
1804,Claessens International Limited,\N,NA,FMC,CLAESSENS,United Kingdom,N
1805,Clark Aviation,\N,NA,CLK,CLARKAIR,United States,N
1806,Clasair,\N,NA,CSF,CALEDONIAN,United Kingdom,N
1807,Clay Lacy Aviation,\N,NA,CLY,CLAY-LACY,United States,N
1808,Click Airways,\N,NA,CGK,CLICK AIR,Kyrgyzstan,Y
1809,Cloud 9 Air Charters,\N,NA,CLZ,CLOUDLINE,South Africa,N
1810,Clowes Estates Limited,\N,NA,CLD,CLOWES,United Kingdom,N
1811,Club 328,\N,NA,SDJ,SPACEJET,United Kingdom,N
1812,Club Air,\N,6P,ISG,CLUBAIR,Italy,N
1813,Coast Air,\N,BX,CST,COAST CENTER,Norway,N
1814,Coastal Air,\N,DQ,NA,U.S. Virgin Islands,United States,Y
1815,Coastal Air Transport,\N,NA,TCL,TRANS COASTAL,United States,N
1816,Coastal Airways,\N,NA,CNG,SID-AIR,United States,N
1817,Coastal Travels,\N,NA,CSV,COASTAL TRAVEL,Tanzania,N
1818,Cohlmia Aviation,\N,NA,CHL,COHLMIA,United States,N
1819,Colaereos,\N,NA,OLR,COLAEREOS,Ecuador,N
1820,Colemill Enterprises,\N,NA,CLE,COLEMILL,United States,N
1821,Colgan Air,\N,9L,CJC,COLGAN,United States,Y
1822,Colibri Aviation,\N,NA,CAE,HUMMINGBIRD,Canada,N
1823,Colt International,\N,NA,CCX,NA,United States,N
1824,Columbia Airlines,\N,NA,COL,COLAIR,Canada,N
1825,Columbia Helicopters,\N,NA,WCO,COLUMBIA HELI,United States,N
1826,Columbus Air Transport,\N,NA,KLR,KAY-LER,United States,N
1827,Colvin Aviation,\N,NA,GHP,GRASSHOPPER EX,United States,N
1828,Comair,\N,OH,COM,COMAIR,United States,Y
1829,Comair,\N,MN,CAW,COMMERCIAL,South Africa,Y
1830,Comed Group,\N,NA,CDE,COMEX,United Kingdom,N
1831,Comeravia,\N,NA,CVV,COMERAVIA,Venezuela,N
1832,Comercial Aerea,\N,NA,CRS,COMERCIAL AEREA,Mexico,N
1833,Comet Airlines,\N,NA,CMG,SUNSPY,Nigeria,N
1834,Comfort Air,\N,NA,FYN,FLYNN,Germany,N
1835,Comlux Aviation,\N,NA,CLA,COMLUX,Switzerland,N
1836,Commair Aviation,\N,NA,CMH,COMMODORE,United Kingdom,N
1837,Commandement Du Transport Aerien Militaire Francais,\N,NA,CTM,COTAM,France,N
1838,Commander Air Charter,\N,NA,CML,COMMANDAIR,Canada,N
1839,Commander Mexicana,\N,NA,CRM,COMMANDERMEX,Mexico,N
1840,Commercial Aviation,\N,NA,CMS,ACCESS,Canada,N
1841,Commodore Aviation,\N,NA,GAR,NA,Australia,N
1842,Commonwealth Jet Service,\N,NA,CJS,COMMONWEALTH,United States,N
1843,CommutAir,\N,C5,UCA,COMMUTAIR,United States,Y
1844,Comores Airlines,\N,KR,CWK,CONTICOM,Comoros,Y
1845,Compagnia Generale Ripreseaeree,\N,NA,CGR,COMPRIP,Italy,N
1846,Compagnie Aerienne du Mali,\N,NA,CMM,CAMALI,Mali,N
1847,Compagnie Mauritanienne Des Transports,\N,NA,CPM,NA,Mauritania,N
1848,Compagnie de Bauxites de Guinee,\N,NA,GIC,CEBEGE,Guinea,N
1849,Compania Aerea de Valencia,\N,NA,AIF,NA,Spain,N
1850,Compania Aerotecnicas Fotograficas,\N,NA,ATF,AEROTECNICAS,Spain,N
1851,Compania Boliviana de Transporte Aereo Privado Aerosur,\N,NA,ASU,S.A.,ASUR,N
1852,Compania De Actividades Y Servicios De Aviacion,\N,NA,LCT,STELLAIR,Spain,N
1853,Compania Ejecutiva,\N,NA,EJV,EJECUTIVA,Mexico,N
1854,Compania Helicopteros Del Sureste,\N,NA,HSE,HELISURESTE,Spain,N
1855,Compania Mexicana De Aeroplanos,\N,NA,MDR,AEROPLANOS,Mexico,N
1856,Compania Mexicargo,\N,GJ,MXC,MEXICARGO,Mexico,N
1857,Compania Transportes Aereos Del Sur,\N,NA,HSS,TAS HELICOPTEROS,Spain,N
1858,Compania de Servicios Aereos Tavisa,\N,NA,TAV,TAVISA,Spain,N
1859,Company Flight,\N,NA,CYF,COMPANY FLIGHT,Denmark,N
1860,Compass Airlines,\N,CP,CPZ,Compass Rose,United States,Y
1861,Compass International Airways,\N,NA,CPS,COMPASS,United Kingdom,N
1862,Compuflight Operations Service,\N,NA,XCO,NA,United States,N
1863,Compuserve Incorporated,\N,NA,XCS,NA,United States,N
1864,Conair Aviation,\N,NA,CRC,CONAIR-CANADA,Canada,N
1865,Concordavia,\N,NA,COD,CONCORDAVIA,Ukraine,N
1866,Condor Aero Services,\N,NA,CNR,CONAERO,United States,N
1867,Condor,\N,NA,CIB,CONDOR BERLIN,Germany,N
1868,Condor Flugdienst,\N,DE,CFG,CONDOR,Germany,Y
1869,Confort Air,\N,NA,COF,CONFORT,Canada,N
1870,Congo Air,\N,NA,CAK,NA,Bahamas,N
1871,Congressional Air,\N,NA,CGA,CONGRESSIONAL,United States,N
1872,Conifair Aviation,\N,NA,ROY,NA,Canada,N
1873,Connectair Charters,\N,NA,BSN,BASTION,Canada,N
1874,Conquest Airlines,\N,NA,CAC,CONQUEST AIR,United States,N
1875,Conroe Aviation Services,\N,NA,CXO,CONROE AIR,United States,N
1876,Consorcio Aviaxsa,\N,6A,CHP,AVIACSA,Mexico,Y
1877,Consorcio Helitec,\N,NA,VCH,CONSORCIO HELITEC,Venezuela,N
1878,Constanta Airline,\N,NA,UZA,CONSTANTA,Ukraine,N
1879,Contact Air,Contactair,C3,KIS,CONTACTAIR,Germany,Y
1880,Contel ASC,\N,NA,XCL,NA,United States,N
1881,Continental Airlines,\N,CO,COA,CONTINENTAL,United States,Y
1882,Continental Airways,\N,PC,PVV,CONTAIR,Russia,N
1883,Continental Express,\N,CO,NA,JETLINK,United States,Y
1884,Continental Micronesia,\N,CS,CMI,AIR MIKE,United States,Y
1885,Continental Oil,\N,NA,CON,CONOCO,United States,N
1886,Conviasa,\N,V0,VCV,CONVIASA,Venezuela,Y
1887,Cook Inlet Aviation,\N,NA,CKA,COOK-AIR,United States,N
1888,Cooper Aerial Surveys,\N,NA,SVY,SURVEYOR,United Kingdom,N
1889,Copa Airlines,\N,CM,CMP,COPA,Panama,Y
1890,Copenhagen Airtaxi,\N,NA,CAT,AIRCAT,Denmark,N
1891,Copper State Air Service,\N,NA,COP,COPPER STATE,United States,N
1892,Copterline,\N,NA,AAQ,COPTERLINE,Finland,Y
1893,Coptrade Air Transport,\N,NA,CCW,COPTRADE AIR,Sudan,N
1894,Corendon Airlines,\N,NA,CAI,CORENDON,Turkey,Y
1895,Coronado Aerolineas,\N,NA,CRA,CORAL,Colombia,N
1896,Corpac Canada,\N,NA,CPB,PENTA,Canada,N
1897,Corporacion Aereo Cencor,\N,NA,CNC,CENCOR,Mexico,N
1898,Corporacion Aeroangeles,\N,NA,CPG,CORPORANG,Mexico,N
1899,Corporacion Paraguaya De Aeronautica,\N,NA,CGY,NA,Paraguay,N
1900,Corporate Air,\N,NA,CPT,AIR SPUR,United States,N
1901,Corporate Air,\N,NA,CPR,CORPAIR,United States,N
1902,Corporate Aircraft Company,\N,NA,CPO,MOKAN,United States,N
1903,Corporate Airlink,\N,NA,COO,CORPORATE,Canada,N
1904,Corporate Aviation Services,\N,NA,CKE,CHECKMATE,United States,N
1905,Corporate Flight International,\N,NA,VHT,VEGAS HEAT,United States,N
1906,Corporate Flight Management,\N,NA,VTE,VOLUNTEER,United States,N
1907,Corporate Jets,\N,NA,CJI,SEA JET,United States,N
1908,Corsairfly,\N,SS,CRL,CORSAIR,France,Y
1909,Corse-Mediterranee,\N,XK,CCM,CORSICA,France,Y
1910,Cosmic Air,\N,F5,COZ,COSMIC AIR,Nepal,N
1911,Cougar Helicopters,\N,NA,CHI,COUGAR,Canada,N
1912,Coulson Flying Service,\N,NA,MGB,MOCKINGBIRD,United Kingdom,N
1913,Country Connection Airlines,\N,NA,NSW,NA,Australia,N
1914,Country International Airlines,\N,NA,CIK,COUNTRY AIR,Kyrgyzstan,N
1915,Courier Services,\N,NA,CSD,DELIVERY,United States,N
1916,Court Helicopters,\N,NA,CUT,COURT AIR,South Africa,N
1917,Coval Air,\N,NA,CVL,COVAL,Canada,N
1918,Cowi,\N,NA,COW,COWI,Netherlands,N
1919,Coyne Aviation,\N,NA,COY,COYNE AIR,United Kingdom,N
1920,Cranfield University,\N,NA,CFD,AERONAUT,United Kingdom,N
1921,Cree Airways,\N,NA,CRE,CREE AIR,Canada,N
1922,Crelam,\N,NA,ELM,CRELAM,Mexico,N
1923,Crest Aviation,\N,NA,CAN,CREST,United Kingdom,Y
1924,Crimea Universal Avia,\N,NA,KRM,TRANS UNIVERSAL,Ukraine,N
1925,Croatia Airlines,\N,OU,CTN,CROATIA,Croatia,Y
1926,Croatian Air Force,\N,NA,HRZ,CROATIAN AIRFORCE,Croatia,N
1927,Cross Aviation,\N,NA,CRX,CROSSAIR,United Kingdom,N
1928,Crossair Europe,\N,QE,ECC,Cigogne,Switzerland,N
1929,Crow Executive Air,\N,NA,CWX,CROW EXPRESS,United States,N
1930,Crown Air Systems,\N,NA,CKR,CROWN AIR,United States,N
1931,Crown Airways,\N,NA,CRO,CROWN AIRWAYS,United States,Y
1932,Crownair,\N,NA,CRW,REGAL,Canada,N
1933,Cruiser Linhas Aereas,\N,NA,VCR,VOE CRUISER,Brazil,N
1934,Cryderman Air Service,\N,NA,CTY,CENTURY,United States,N
1935,Crystal Shamrock,\N,NA,CYT,CRYSTAL-AIR,United States,N
1936,Cubana de Aviación,\N,CU,CUB,CUBANA,Cuba,Y
1937,Cumberland Airways (Nicholson Air Service),\N,NA,CBL,CUMBERLAND,United States,N
1938,Custom Air Transport,\N,NA,CTT,CATT,United States,N
1939,Cygnus Air,\N,NA,RGN,CYGNUS AIR,Spain,N
1940,Cyprair Tours,\N,NA,CYC,CYPRAIR,Cyprus,N
1941,Cypress Airlines,\N,NA,CYS,SKYBIRD,Canada,N
1942,Cyprus Airways,\N,CY,CYP,CYPRUS,Cyprus,Y
1943,Cyprus Turkish Airlines,\N,YK,NA,NA,Turkey,Y
1944,Czech Air Force,\N,NA,CEF,CZECH AIR FORCE,Czech Republic,N
1945,Czech Air Handling,\N,NA,AHD,AIRHANDLING,Czech Republic,N
1946,Czech Airlines,CSA Czech Airlines,OK,CSA,CSA-LINES,Czech Republic,Y
1947,Czech Government Flying Service,\N,NA,CIE,CZECHIA,Czech Republic,N
1948,D & D Aviation,\N,NA,DDA,DUSTY,United States,N
1949,D&K Aviation,\N,NA,DNK,DIRECT JET,United States,N
1950,DAP Helicopteros,\N,NA,DHE,HELIDAP,Chile,N
1951,DFS UK Limited,\N,NA,VLF,VOLANTE,United Kingdom,N
1952,DAS Air Cargo,\N,WD,DSR,DAIRAIR,Uganda,N
1953,DAS Airlines,\N,NA,RKC,DAS CONGO,Democratic Republic of the Congo,N
1954,DAT Danish Air Transport,\N,DX,DTR,DANISH,Denmark,Y
1955,DAT Enterprise Limited,\N,NA,ENT,DATENT,United Kingdom,N
1956,DERA Boscombe Down,\N,NA,BDN,GAUNTLET,United Kingdom,N
1957,DESNA,\N,NA,DSN,DESNA,Ukraine,N
1958,DETA Air,\N,NA,DET,SAMAL,Kazakhstan,N
1959,DGO Jet,\N,NA,DGO,DGO JET,Mexico,N
1960,DHL Aero Expreso,\N,NA,DAE,YELLOW,Panama,N
1961,DHL Air,\N,NA,DHK,WORLD EXPRESS,United Kingdom,N
1962,DHL Aviation,\N,NA,DHV,WORLDSTAR,South Africa,N
1963,DHL International,\N,ES,DHX,DILMUN,Bahrain,N
1964,DHL de Guatemala,\N,L3,JOS,NA,Guatemala,N
1965,DSWA,\N,NA,RSK,REDSKIN,United States,N
1966,Daallo Airlines,\N,D3,DAO,DALO AIRLINES,Djibouti,Y
1967,Dagestan Airlines,\N,N2,DAG,DAGAL,Russia,N
1968,Dahla Airlines,\N,NA,DHA,NA,Democratic Republic of Congo,N
1969,Daimler Chrysler Aviation,\N,NA,DCS,TWIN STAR,Germany,N
1970,Daimler-Chrysler,\N,NA,DCX,DAIMLER,United States,N
1971,Daka,\N,NA,DKA,NA,Kazakhstan,N
1972,Dala Air Services,\N,NA,DLR,DALA AIR,Nigeria,N
1973,Dalavia,\N,H8,KHB,DALAVIA,Russia,Y
1974,Dallas Express Airlines,\N,NA,DXP,DALLAS EXPRESS,United States,N
1975,Damascene Airways,\N,NA,DAS,AIRDAM,Syrian Arab Republic,N
1976,Danbury Airways,\N,NA,DSA,DANBURY AIRWAYS,United States,N
1977,Dancopter,\N,NA,DOP,DANCOPTER,Denmark,N
1978,Danish Air Force,\N,NA,DAF,DANISH AIRFORCE,Denmark,N
1979,Danish Army,\N,NA,DAR,DANISH ARMY,Denmark,N
1980,Danish Navy,\N,NA,DNY,DANISH NAVY,Denmark,N
1981,Danu Oro Transportas,\N,NA,DNU,DANU,Lithuania,N
1982,Darta,\N,NA,DRT,DARTA,France,N
1983,Darwin Airline,\N,0D,DWT,DARWIN,Switzerland,Y
1984,Dasab Airlines,\N,NA,DSQ,DASAB AIR,Uganda,N
1985,Dash Air Charter,\N,NA,DSH,DASH CHARTER,United States,N
1986,Dash Aviation,\N,NA,GOB,PILGRIM,United Kingdom,N
1987,Dasnair,\N,NA,DGX,DASNA,Switzerland,N
1988,Dassault Aviation,\N,NA,DAB,NA,France,N
1989,Dassault Falcon Jet Corporation,\N,NA,CVF,CLOVERLEAF,United States,N
1990,Dassault Falcon Service,\N,NA,DSO,DASSAULT,France,N
1991,Data International,\N,NA,DTN,DATA AIR,Sudan,N
1992,Date Transformation Corp,\N,NA,XDT,NA,United States,N
1993,Dauair,\N,D5,DAU,DAUAIR,Germany,N
1994,David Crawshaw Consultants Limited,\N,NA,DCO,NA,United Kingdom,N
1995,Dawn Air,\N,NA,DWN,DAWN AIR,United States,N
1996,DayJet,\N,NA,DJS,DAYJET,United States,N
1997,Daya Aviation,\N,NA,DAY,DAYA,Sri Lanka,N
1998,De Havilland,\N,NA,DHC,DEHAVILLAND,Canada,N
1999,Deadalos Flugtbetriebs,\N,NA,IAY,IASON,Austria,N
2000,Decatur Aviation,\N,NA,DAA,DECUR,United States,N
2001,Deccan Aviation,\N,NA,DKN,DECCAN,India,N
2002,Deccan Aviation (Lanka),\N,NA,DLK,DEKKANLANKA,Sri Lanka,N
2003,Deer Jet,\N,NA,DER,DEER JET,China,N
2004,Deere and Company,\N,NA,JDC,JOHN DEERE,United States,N
2005,Delaware Skyways,\N,NA,DWR,DELAWARE,United States,N
2006,Delta Aerotaxi,\N,NA,DEA,JET SERVICE,Italy,Y
2007,Delta Air Charter,\N,NA,SNO,SNOWBALL,Canada,N
2008,Delta Air Elite,\N,NA,ELJ,ELITE JET,United States,N
2009,Delta Air Lines,\N,DL,DAL,DELTA,United States,Y
2010,Delta Engineering Aviation,\N,NA,KMB,KEMBLEJET,United Kingdom,N
2011,Delta Express International,\N,NA,DLI,DELTA EXPRESS,Ukraine,N
2012,Delta State University,\N,NA,DSU,DELTA STATE,United States,N
2013,Denim Air,\N,NA,DNM,DENIM,Netherlands,Y
2014,Denver Express,\N,NA,FEC,FALCON EXPRESS,United States,N
2015,Denver Jet,\N,NA,DJT,DENVER JET,United States,N
2016,Departmento De Agricultura De La Generalitat De Cataluna,\N,NA,FGC,FORESTALES,Spain,N
2017,Deraya Air Taxi,\N,NA,DRY,DERAYA,Indonesia,N
2018,Des R Cargo Express,\N,NA,DRX,NA,Mauritania,N
2019,Desarrollo Milaz,\N,NA,MIZ,MILAZ,Mexico,N
2020,Destiny Air Services,\N,NA,DTY,DESTINY,Sierra Leone,N
2021,Deutsche Bahn,\N,2A,NA,NA,Germany,Y
2022,Deutsche Rettungsflugwacht,\N,1I,AMB,CIVIL AIR AMBULANCE,Germany,N
2023,Deutsches Zentrum fur Luft-und Raumfahrt EV,\N,NA,LFO,LUFO,Germany,N
2024,Di Air,\N,NA,DIS,DI AIR,Serbia,N
2025,Diamond Aviation,\N,NA,SPK,SPARKLE,United States,N
2026,Didier Rousset Buy,\N,NA,DRB,DIDIER,Chile,N
2027,Digital Equipment Corporation,\N,NA,DGT,DIGITAL,United States,N
2028,Dinar,\N,D7,RDN,AERO DINAR,Argentina,N
2029,Diplomatic Freight Services,\N,NA,DIP,DIPFREIGHT,United Kingdom,N
2030,Direccion General de Aviacion Civil y Telecomunicasciones,\N,NA,ENA,ENA,Spain,N
2031,Direct Air,\N,NA,DIA,BLUE SKY,United States,N
2032,Direct Air trading as Midway Connection,\N,NA,XAP,MID-TOWN,United States,N
2033,Direct Flight,\N,NA,DCT,NA,United Kingdom,N
2034,Sky Express,\N,NA,SXP,EXPRESS SKY,Poland,N
2035,Dirgantara Air Service,\N,AW,DIR,DIRGANTARA,Indonesia,N
2036,Discover Air,\N,NA,DCV,DISCOVER,United States,N
2037,Discovery Airways,\N,DH,DVA,DISCOVERY AIRWAYS,United States,N
2038,Dispatch Services,\N,NA,XDS,NA,United States,N
2039,Dix Aviation,\N,NA,DIX,DIX FLIGHT,Germany,N
2040,Dixie Airways,\N,NA,DEE,TACAIR,United States,N
2041,Djibouti Airlines,\N,D8,DJB,DJIBOUTI AIR,Djibouti,Y
2042,Dniproavia,\N,NA,UDN,DNIEPRO,Ukraine,Y
2043,Flying Dolphin Airlines,\N,NA,FDN,FLYING DOLPHIN,United Arab Emirates,N
2044,Dolphin Express Airlines,\N,NA,IXX,ISLAND EXPRESS,United States,N
2045,Dome Petroleum,\N,NA,DPL,DOME,Canada,N
2046,Dominguez Toledo (Grupo Mayoral),\N,NA,MYO,MAYORAL,Spain,N
2047,Dominicana de Aviaci,\N,DO,DOA,DOMINICANA,Dominican Republic,Y
2048,Domodedovo Airlines,\N,E3,DMO,DOMODEDOVO,Russia,Y
2049,Don Avia,\N,NA,DVB,DONSEBAI,Kazakhstan,N
2050,Donair Flying Club,\N,NA,DON,DONAIR,United Kingdom,N
2051,DonbassAero,\N,5D,UDC,DONBASS AERO,Ukraine,Y
2052,Dorado Air,\N,NA,DAD,DORADO AIR,Dominican Republic,N
2053,Dornier,\N,NA,DOR,DORNIER,Germany,N
2054,Dornier Aviation Nigeria,\N,NA,DAV,DANA AIR,Nigeria,N
2055,Dos Mundos,\N,NA,DOM,DOS MUNDOS,Dominican Republic,N
2056,Dragonair,\N,KA,HDA,Hong Kong Dragon Airlines,DRAGON,Y
2057,Dreamcatcher Airways,\N,NA,DCA,DREAM CATCHER,United Kingdom,N
2058,Druk Air,\N,KB,DRK,ROYAL BHUTAN,Bhutan,Y
2059,Drummond Island Air,\N,NA,DRE,MICHIGAN,United States,N
2060,Dubai Airwing,\N,NA,DUB,DUBAI,United Arab Emirates,N
2061,Dubrovnik Air,\N,NA,DBK,SEAGULL,Croatia,Y
2062,Ducair,\N,NA,DUK,LION KING,Luxembourg,N
2063,Duchess of Britany (Jersey) Limited,\N,NA,DBJ,DUCHESS,United Kingdom,N
2064,UK Royal/HRH Duke of York,\N,NA,LPD,LEOPARD,United Kingdom,N
2065,Dun'Air,\N,NA,DUN,DUNAIR,Mauritania,N
2066,Duncan Aviation,\N,NA,PHD,PANHANDLE,United States,N
2067,Dunyaya Bakis Hava Tasimaciligi,\N,NA,VVF,WORLDFOCUS,Turkey,N
2068,Duo Airways,\N,NA,DUO,FLY DUO,United Kingdom,N
2069,Durango Jet,\N,NA,DJE,DURANGO JET,Mexico,N
2070,Dutch Antilles Express,\N,NA,DNL,DUTCH ANTILLES,Netherlands Antilles,Y
2071,Dutch Caribbean Express,\N,NA,DCE,DUTCH CARIBBEAN,Netherlands Antilles,N
2072,Dutchbird,\N,NA,DBR,DUTCHBIRD,Netherlands,N
2073,Dwyer Aircraft Services,\N,NA,DFS,DWYAIR,United States,N
2074,Dynair Services,\N,NA,XDY,NA,United States,N
2075,Dynamair Aviation,\N,NA,DNR,DYNAMAIR,Canada,N
2076,Dynamic Air,\N,NA,DYE,DYNAMIC,Netherlands,N
2077,dba,\N,DI,BAG,SPEEDWAY,Germany,Y
2078,E H Darby Aviation,\N,NA,EHD,PLATINUM AIR,United States,N
2079,Electronic Data Systems,\N,1C,NA,NA,Switzerland,N
2080,Electronic Data Systems,\N,NA,1Y,NA,NA,N
2081,EAA Escola De Aviacao Aerocondor,\N,NA,EAD,AERO-ESCOLA,Portugal,N
2082,Executive Airlines Services,\N,NA,EXW,ECHOLINE,Nigeria,N
2083,EFAOS- Agencia De Viagens e Turismo,\N,NA,EFS,EFAOS,Angola,N
2084,EFD Eisele Flugdienst,\N,NA,EFD,EVER FLIGHT,Germany,N
2085,EFS-Flugservice,\N,NA,FSD,FLUGSERVICE,Germany,N
2086,EIS Aircraft,\N,NA,EIS,COOL,Germany,N
2087,EPAG Groupe Air France,\N,NA,IAG,EPAG,France,N
2088,ESI Eliservizi Italiani,\N,NA,ESI,ELISERVIZI,Italy,N
2089,EU Airways,\N,NA,EUY,EUROAIRWAYS,Ireland,N
2090,EUjet,\N,VE,EUJ,UNION JET,Ireland,N
2091,EVA Air,\N,BR,EVA,EVA,Taiwan,Y
2092,Eagle Aero,\N,NA,ICR,ICARUS FLIGHTS,United States,N
2093,Eagle Air,\N,NA,EGR,EAGLE SIERRA,Sierra Leone,N
2094,Eagle Air,\N,H7,NA,NA,Uganda,Y
2095,Eagle Air Company,\N,NA,EGX,THAI EAGLE,Thailand,N
2096,Eagle Air Iceland,\N,NA,FEI,ARCTIC EAGLE,Iceland,N
2097,Eagle Aviation,\N,NA,EGU,AFRICAN EAGLE,Uganda,N
2098,Eagle Aviation,\N,NA,GYP,GYPSY,United Kingdom,N
