BvD,name,ISO,NACE,revenue,employees,city,ROE,ind.NAICS,logrev
CN49302PC,JIANGXI FEIYU BAMBOO MATERIALS HOLDING COMPANY LIMITED,CN,210,12646.77246,286,YICHUN,3.997,2,4.101979705
CN46777PC,"SHANGHAI SHUNCOM SMART TECHNOLOGY CO., LTD.",CN,6399,12645.48435,142,SHANGHAI,-1.912,63,4.101935468
CN48252PC,NANTONG UNION MACHINERY ELECTRONICS TECHNOLOGY COMPANY LIMITED,CN,3299,12643.76688,131,NA,5.302,32,4.10187648
CN47656PC,SUZHOU GENERALTEST ELECTRONICS CORPORATION,CN,2651,12638.61445,193,KUNSHAN,42.518,26,4.101699466
CN50633PC,TUJU CAMP MANAGEMENT COMPANY LIMITED,CN,7911,12636.61073,381,WUHU,-6.583,79,4.101630607
CN53266PC,SHANXI TINNSEN PROPERTY MANAGEMENT STOCK COMPANY LIMITED,CN,6831,12635.75199,717,JINZHONG,52.883,68,4.101601093
CN41621PC,ZHEJIANG TEAWORLD FOOD COMPANY LIMITED,CN,1089,12635.48848,80,HUZHOU,5.596,10,4.101592036
CN49764PC,XIAMEN XINSHENGDA LEAGUE TECHNOLOGY COMPANY LIMITED,CN,7490,12635.48848,193,XIAMEN,12.165,74,4.101592036
CN44224PC,HEBEI HUATONG TECHNOLOGY COMPANY LIMITED,CN,5912,12631.31518,47,SHIJIAZHUANG,16.29,59,4.101448572
CN40702PC,"BEIJING JG GAME TECHNOLOGY CO., LTD.",CN,6399,12628.57613,NA,BEIJING,11.016,63,4.101354387
CN51088PC,ZHEJIANG DINGFENG TECHNOLOGY COMPANY LIMITED,CN,4673,12626.87837,68,SHAOXING,33.432,46,4.101295997
CN44733PC,BEIJING IN-TO DIGITAL TECHNOLOGY STOCK COMPANY LIMITED,CN,5829,12625.44714,90,BEIJING,17.059,58,4.101246768
CN49493PC,JIASHAN LITONG INFORMATION AND TECHNOLOGY COMPANY LIMITED,CN,6201,12619.29285,116,JIAXING,6.766,62,4.101035019
CN51658PC,HEILONGJIANG SHENGDA TECHNOLOGY COMPANY LIMITED,CN,5829,12617.86162,58,HARBIN,41.474,58,4.10098576
CN48429PC,NINGBO SOUWEST MAGNETECH DEVELOPMENT COMPANY LIMITED,CN,2343,12612.13671,129,NINGBO,20.958,23,4.10078867
CN43503PC,SHENZHEN AOYU ENERGY-SAVING TECHNOLOGY COMPANY LIMITED,CN,7112,12609.22261,67,SHENZHEN,-2.563,71,4.100688312
CN9367160078,INFOMEDIA TECHNOLOGIES CORP,CN,5829,12609.07669,128,BEIJING,NA,58,4.100683286
CN47975PC,ZHUHAI NETBOX INFO-TECH CORPORATION,CN,6190,12608.42155,213,ZHUHAI,16.28,61,4.10066072
CN51946PC,FUJIAN GLOBAL OCEAN BIOTECHNOLOGY COMPANY LIMITED,CN,1089,12605.8393,172,ZHANGZHOU,-10.592,10,4.100571766
CN9367159800,"SHENZHEN CHENTONG SMART CO., LTD.",CN,2611,12597.48543,NA,SHENZHEN,-8.11,26,4.100283865
CN50177PC,NANJING SHINING ELECTRIC AUTOMATION COMPANY LIMITED,CN,2712,12583.68635,112,NANJING,38.499,27,4.099807885
CN51603PC,XIAMEN NBEST INFORMATION TECHNOLOGY COMPANY LIMITED,CN,6209,12582.81082,106,XIAMEN,24.907,62,4.099777667
CN40867PC,TIANJIN HUAQING INFORMATION TECHNOLOGY COMPANY LIMITED,CN,2620,12571.56425,249,SHANGHAI,NA,26,4.099389319
CN47485PC,HENAN YIBO TECHNOLOGY COMPANY LIMITED,CN,1420,12567.91172,210,NA,9.311,14,4.099263121
CN45861PC,SHENZHEN HOBA HOME FURNISHINGS CHAIN COMPANY LIMITED,CN,4759,12565.908,220,SHENZHEN,2.783,47,4.099193876
CN52383PC,BEIJING CYCS-TECHNOLOGY COMPANY LIMITED,CN,2651,12559.89683,125,BEIJING,2.985,26,4.098986072
CN42978PC,YANTAI TAILI AUTOMOBILE TOOLING COMPANY LIMITED,CN,2932,12556.31876,195,YANTAI,-29.099,29,4.098862332
CN51729PC,VIDAR ENVIRONMENT TECHNOLOGY COMPANY LIMITED,CN,3700,12555.3169,234,NA,-412.3,37,4.098827679
CN46964PC,YUJIU INTELLIGENT EQUIPMENT COMPANY LIMITED,CN,3299,12554.93981,213,NA,-32.895,32,4.098814635
CN47484PC,WUHAN DONGJIANG FUTURE TECHNOLOGY COMPANY LIMITED,CN,4511,12554.45816,157,WUHAN,4.207,45,4.098797974
CN50806PC,GUANGDONG COOWAY BIOTECHNOLOGY COMPANY LIMITED,CN,4675,12553.74255,238,GUANGZHOU,12.892,46,4.098773218
CN48084PC,SHANGHAI DINGYIXING FOOD COMPANY LIMITED,CN,1089,12549.7351,97,NA,1.905,10,4.098634559
CN43321PC,ANHUI HUANENG MEDICAL RUBBER PRODUCTS COMPANY LIMITED,CN,2219,12541.51503,172,WUHU,12.643,22,4.098350003
CN9367159350,"GUANGDONG YEANOVO ENVIRONMENTAL PROTECTION CORP.,LTD.",CN,7022,12536.47648,NA,GUANGZHOU,20.711,70,4.09817549
CN41760PC,BEIJING EAST ENVIRONMENT ENERGY TECHNOLOGY COMPANY LIMITED,CN,4651,12532.17606,195,BEIJING,-10.722,46,4.098026487
CN40556PC,BEIJING 58 AUTO TECHNOLOGY COMPANY LIMITED,CN,6209,12530.69975,103,BEIJING,-4.07,62,4.097975324
CN47999PC,BRILLIANTOPTO COMPANY LIMITED,CN,6209,12525.90143,139,NA,5.629,62,4.09780899
CN43967PC,ZHEJIANG TIANHANG BIOTECHNOLOGY COMPANY LIMITED,CN,2110,12525.60959,93,HUZHOU,10.585,21,4.097798871
CN53045PC,HUNAN CHENGYUAN ELECTRICAL COMPANY LIMITED,CN,2829,12522.2555,190,GUANKOU,9.376,28,4.097682561
CN51202PC,GUANGDONG TIANCHENG SEALS COMPANY LIMITED,CN,2932,12513.95437,331,JIEYANG,1.667,29,4.097394567
CN47346PC,"THE HEXAGON MARKETING COMPANY, INC.",CN,7022,12512.03889,84,BEIJING,4.71,70,4.097328086
CN41357PC,JINAN DALU MECHANISM AND ELECTRON COMPANY LIMITED,CN,6190,12505.65324,142,JINAN,6.989,61,4.097106382
CN51039PC,SHANGHAI INFRASWIN ENERGY COMPANY LIMITED,CN,2712,12504.93762,77,SHANGHAI,13.385,27,4.09708153
CN31852PC,"BEIJING SIASUN ELECTRONIC SYSTEM CO., LTD.",CN,4652,12504.07889,141,BEIJING,-2.766,46,4.097051705
CN47789PC,CHONGQING STARWAY OPTOELECTRONICS TECHNOLOGY CORPORATION LIMITED,CN,2740,12490.58843,122,CHONGQING,-6.007,27,4.096582898
CN53087PC,JIANGSU WAN QI BIOLOGICAL POLYTRON TECHNOLOGIES INC.,CN,2059,12488.25369,45,NA,12.339,20,4.096501712
CN45619PC,KOPPER CHEMICAL INDUSTRY CORPORATION  LIMITED,CN,2014,12486.79447,159,CHONGQING,0.955,20,4.096450963
CN41549PC,SHANDONG WEIMA PUMPS MANUFACTURING COMPANY LIMITED,CN,2813,12484.89749,288,LAIWU,-3.961,28,4.096384981
CN49558PC,SICHUAN MINGHOUTIAN INFORMATION TECHNOLOGY COMPANY LIMITED,CN,6201,12476.50313,88,CHENGDU,7.269,62,4.09609288
CN50673PC,JIANGXI SUNWAY TECHNOLOGY COMPANY LIMITED,CN,3299,12471.30373,135,NA,3.529,32,4.095911856
CN51894PC,ANHUI HOMESKY COATING COMPANY LIMITED,CN,2030,12469.8725,151,BENGBU,9.32,20,4.095862013
CN51887PC,HEBEI HUAQING ENVIRONMENT TECHNOLOGY GROUP COMPANY LIMITED,CN,8299,12469.01377,430,SHIJIAZHUANG,47.66,82,4.095832104
CN48507PC,NINGBO VICHNET TECHNOLOGY COMPANY LIMITED,CN,2630,12468.84613,114,NINGBO,20.233,26,4.095826266
CN47462PC,SHANDONG RBL CHEMICALS COMPANY  LIMITED,CN,2059,12465.63586,129,DEZHOU,15.117,20,4.095714436
CN48317PC,ZHEJIANG HAIYUE AUTOMATIC MECHANICAL EQUIPMENT COMPANY LIMITED,CN,2720,12464.8632,220,NA,-16.016,27,4.095687517
CN50159PC,ZHEJIANG RONGLIN ENVIRONMENT COMPANY LIMITED,CN,161,12460.42639,101,JIAXING,5.716,1,4.095532904
CN52673PC,HUAHAI(BEIJING)TECHNOLOGY CORPORATION LIMITED,CN,4690,12450.98027,73,BEIJING,18.429,46,4.095203545
CN53118PC,HENAN  HENGFA  TECHNOLOG COMPANY LIMITED,CN,2932,12448.69031,146,NANGANDAO,-2.049,29,4.095123663
CN42047PC,ZHUHAI CHANGXIAN NEW MATERIALS TECHNOLOGY COMPANY LIMITED,CN,2014,12441.67728,193,ZHUHAI,-0.736,20,4.094878932
CN40738PC,GONN NETWORK TECHNOLOGY INC,CN,6399,12433.94327,NA,BEIJING,0.845,63,4.094608882
CN46848PC,JIANGSU KANGDA TESTING TECHNOLOGY COMPANY  LIMITED,CN,8412,12433.50294,401,SUZHOU,25.206,84,4.094593502
CN40951PC,BEIJING DMS SOFTWARE COMPANY LIMITED,CN,6209,12432.94678,343,BEIJING,9.635,62,4.094574075
CN49685PC,CHANGZHOU CHANGGONG ELECTRONIC TECHNOLOGY COMPANY LIMITED,CN,2651,12429.22559,214,CHANGZHOU,10.923,26,4.09444407
CN51885PC,JIANGSU INNO-VIEW TECHNOLOGY COMPANY LIMITED,CN,6190,12414.77017,121,SUZHOU,1.083,61,4.093938684
CN47233PC,BEIJING GLOBAL URTOUR TECHNOLOGY CO. LTD.,CN,8560,12414.76715,NA,BEIJING,23.361,85,4.093938578
CN41086PC,ECS ENGINEERING CONSULTING SERVICES INC.,CN,7410,12413.62519,145,SHANGHAI,-2.499,74,4.093898628
CN42074PC,SHANDONG XINHE PAPER-MAKING ENGINEERING COMPANY LIMITED,CN,2899,12413.10412,166,LIAOCHENG,-8.307,28,4.093880398
CN50275PC,CHENGDU GREEN GOLD HIGH NEW TECHNOLOGY COMPANY LIMITED,CN,2020,12400.45788,114,CHENGDU,-15.407,20,4.093437721
CN9394726824,"LIAONING SHOUJIA ZHIHUI CITY INTEGRATED SERVICES CO., LTD.",CN,3530,12399.29273,303,PANJIN,-0.263,35,4.093396913
CN47805PC,TIANJIN RISING SUN COMMUNICATION COMPANY LIMITED,CN,7312,12398.59728,32,TIANJIN,26.221,73,4.093372554
CN44098PC,BEIJING PEONY FRIENDS UNION ENVIRONMENTAL PROTECTION TECHNOLOGY COMPANY  LIMITED,CN,2651,12397.16605,211,BEIJING,1.533,26,4.093322418
CN45730PC,JIANGSU WEIJIN PLASTIC MOULD COMPANY LIMITED,CN,2932,12396.46907,476,YANCHENG,-86.099,29,4.093298001
CN45868PC,SUZHOU AND SCIENCETECHNOLOGY DEVELOPMENT CORPORATION,CN,3299,12387.98299,226,NA,38.903,32,4.0930006
CN9367156711,"SUNYO ST CO., LTD.",CN,2899,12382.82416,NA,WUXI,10.865,28,4.092819706
CN50964PC,WUXI HUDONG MASCOT ENVIRONMENTAL TECHNOLOGY COMPANY LIMITED,CN,8299,12373.83701,145,WUXI,26.572,82,4.092504391
CN52708PC,SHANGHAI HOLYBLADE NETWORK TECHNOLOGY COMPANY LIMITED,CN,5829,12372.69203,147,SHANGHAI,30.941,58,4.092464203
CN41436PC,WEIHAI YUANHANG TECHNOLOGY DEVELOPMENT COMPANY LIMITED,CN,2790,12372.26266,168,WEIHAI,3.923,27,4.092449131
CN52197PC,ANQING XINXUELIAN BIOLOGICAL TECHNOLOGY COMPANY LIMITED,CN,4729,12371.11767,153,ANQING,22.334,47,4.092408938
CN52510PC,CHONGQING XIANGLONG ELECTRICAL COMPANY LIMITED,CN,2711,12370.34912,142,CHONGQING,7.076,27,4.092381956
CN48769PC,GUANGDONG HONGHUI PETROLEUM CHEMICAL COMPANY LIMITED,CN,910,12368.25521,12,GUANGZHOU,5.102,9,4.092308438
CN41422PC,BEIJING HUACAI ACCOUNTING COMPANY LIMITED,CN,7490,12365.53588,544,BEIJING,0.66,74,4.092212942
CN42367PC,XINJIANG JINLEI BUILDING MATERIAL COMPANY LIMITED,CN,2399,12363.8184,93,KARAMAY,17.216,23,4.092152618
CN47097PC,ZHEJIANG HOLY LASER TECHNOLOGY COMPANY LIMITED,CN,3299,12352.22545,112,"YIWU,ZHEJIANG",-39.026,32,4.09174521
CN51611PC,NANJING E-THREAD POLYMER MATERIALS COMPANY LIMITED,CN,1310,12352.08232,111,NANJING,12.326,13,4.091740177
CN52199PC,ZHEJIANG SORFA LIFE SCIENCE RESEARCH COMPANY LIMITED,CN,2229,12350.79422,196,HUZHOU,29.366,22,4.091694886
CN9367158938,"HEILONGJIANG HUADIAN NETWORK INFORMATION INDUSTRY CO., LTD.",CN,6399,12350.28406,NA,HARBIN,33.149,63,4.091676947
CN52164PC,YUNNAN DONGDA LOGISTICS COMPANY LIMITED,CN,4941,12349.07674,62,NA,10.226,49,4.091634489
CN9367160259,"FUJIAN SHENLANG CAMELLIA OIL CO.,LTD.",CN,1042,12347.50258,NA,NA,8.389,10,4.091579126
CN9367159338,"BEIJING DEWELI NEW SCIENCE TECHNOLOGY CO., LTD.",CN,2932,12344.73655,NA,BEIJING,11.608,29,4.091481826
CN46140PC,HENAN XIHE NETWORK TECHNOLOGY COMPANY LIMITED,CN,5829,12340.91873,125,ZHENGZHOU,23.638,58,4.091347492
CN42894PC,DALIAN TOP-EASTERN TUNGSTEN TECHNOLOGY INC.,CN,2550,12339.41376,139,DALIAN,-25.575,25,4.091294527
CN41390PC,YANGZHOU LEADER POWDER METALLURGY COMPANY LIMITED,CN,2410,12338.77189,233,YANGZHOU,16.465,24,4.091271935
CN46957PC,EXCE,CN,3299,12334.90757,63,HANGZHOU,11.569,32,4.091135899
CN50483PC,HUBEI TECHPOW ELECTRIC COMPANY LIMITED,CN,2651,12331.04325,156,XIANGYANG,3.79,26,4.090999821
CN49369PC,GUANGDONG MEISHIDA MEDICINE PACKAGING MATERIALS COMPANY LIMITED,CN,1729,12325.03209,190,CHAOZHOU,8.606,17,4.090788059
CN48336PC,BEIJING JOINTWISDOM INFORMATION TECHNOLOGY COMPANY LIMITED,CN,6209,12323.37681,592,BEIJING,-19.214,62,4.090729728
CN9380190764,"BANGBU HUOHE PHARMACEUTICAL CO., LTD.",CN,NA,12322.94514,NA,NA,10.234,NA,4.090714515
CN52732PC,SHANGHAI ANJULE ENVIRONMENTAL SCIENCE AND TECHNOLOGY COMPANY LIMITED,CN,2825,12321.74026,90,SHANGHAI,18.542,28,4.09067205
CN51566PC,HAINAN AIRLINE BEVERAGE MANUFACTURE COMPANY LIMITED,CN,1107,12320.02278,67,HAIKOU,4.068,11,4.090611511
CN45510PC,JIANGSU KINTEP ENVIRONMENTAL PROTECTION COMPANY LIMITED,CN,3299,12314.79173,126,TAIZHOU,5.991,32,4.090427071
CN51941PC,JIANGXI HONG YI SEED TECH COMPANY LIMITED,CN,112,12313.58225,60,ZHANGYE,15.837,1,4.090384416
CN9367165554,"ZHEJIANG JIAGUWEN CHAOJIMA TECHNOLOGY CO.,LTD",CN,6399,12311.41314,NA,HANGZHOU,34.035,63,4.090307905
CN45239PC,"HUIZHOU YINNONG TECHNOLOGY CO., LTD.",CN,2020,12310.66722,120,HUIZHOU,6.374,20,4.090281592
CN9367156883,"SHEN ZHEN CHENGHERUN CULTURE BROADCAST CO., LTD.",CN,4690,12306.34526,NA,SHENZHEN,-5.651,46,4.090129095
CN50292PC,YUNNAN JUNYU INTERNATIONAL CULTURAL EXPOSITION COMPANY LIMITED,CN,9329,12304.56551,114,KUNMING,20.38,93,4.090066283
CN41569PC,"SHANDONG KEHUI POWER AUTOMATION CO., LTD.",CN,2899,12298.43752,NA,ZIBO,6.444,28,4.089849939
CN49790PC,HANGZHOU JIANGNAN ELECTRIC COMPANY LIMITED,CN,2790,12294.46994,268,HANGZHOU,17.152,27,4.089709809
CN42682PC,HUAINAN RUNCHENG SCIENCE & TECHNOLOGY COMPANY LIMITED,CN,4643,12292.6863,178,HUAINAN,-19.274,46,4.089646799
CN43556PC,SHENZHEN SHINING AUTOMATION COMPANY LIMITED,CN,2790,12290.25321,74,SHENZHEN,-3.711,27,4.089560831
CN44761PC,HUBEI INDUSTRIOUS FARMER ECOLOGICAL AGRICULTURE COMPANY LIMITED,CN,4634,12290.09229,42,YICHANG,3.387,46,4.089555144
CN52802PC,JIANGSU FULIHUA GENERAL EQUIPMEN COMPANY LIMITED,CN,2829,12287.39075,146,ZHANGJIAGANG,10.543,28,4.08945967
CN47761PC,HEBEI LONGHAI BIOENERGY COMPANY LIMITED,CN,4677,12286.59018,46,HANDAN,11.115,46,4.089431372
CN41160PC,"XINJIANG JINMIAN SEED INDUSTRY SCIENCE AND TECHNOLOGY CO., LTD.",CN,116,12285.38703,42,YILI,-78.404,1,4.089388843
CN50000PC,HENAN MIN XING TECHNOLOGY BIOTECHNOLOGY COMPANY LIMITED,CN,1399,12283.66956,298,NANYANG,6.079,13,4.089328125
CN50782PC,HUNAN PROVINCE AFF BIO-TECHNOLOGY COMPANY LIMITED,CN,1089,12279.80524,239,CHANGSHA,11.452,10,4.089191479
CN9367159550,"SHENZHEN YUYI COMMUNICATION TECHNOLOGY CO., LTD",CN,6399,12277.01299,NA,SHENZHEN,6.802,63,4.089092715
CN48171PC,SHEN ZHEN GUANGMEI SCULPTURE FRESCO ART DESIGN COMPANY LIMITED,CN,8130,12276.65653,35,SHENZHEN,24.832,81,4.089080106
CN49619PC,JIANGXI TONGDA SHIPPING COMPANY LIMITED,CN,5020,12275.78442,142,NANCHANG,2.099,50,4.089049253
CN47224PC,XI'AN SITECHELECTRIC COMPANY LIMITED,CN,2790,12257.33494,157,XI’AN,2.517,27,4.088396053
CN50526PC,THE FIRST FARM LIMITED,CN,4634,12254.6156,203,CHANGZHOU,5.015,46,4.088299693
CN49449PC,TIAN YOU TECHNOLOGY COMPANY LIMITED,CN,5829,12249.17693,96,BEIJING,7.475,58,4.088106908
CN41276PC,ZHENGZHOU LECAI SCIENCE AND TECHNOLOGY COMPANY LIMITED,CN,4651,12245.22357,156,ZHENGZHOU,1,46,4.087966719
CN50203PC,AHHUI FENGLIAN BIOTECHNOLOGY INC.LIMITED,CN,1089,12241.64636,40,WUHU,12.93,10,4.087839829
CN53183PC,FUJIAN JIN-XIA ECOLOGICAL GARDEN COMPANY LIMITED,CN,161,12241.44829,97,NA,0.238,1,4.087832802
CN52101PC,HEFEI SUNSHINE MEDICAL TECHNOLOGY COMPANY LIMITED,CN,8690,12240.44643,91,HEFEI,5.247,86,4.087797257
CN50988PC,ONITL CABLE SCIENCE AND TECHNOLOGY COMPANY LIMITED,CN,4643,12238.72793,157,YIZHENG,-16.598,46,4.08773628
CN43855PC,SHANGHAI ACTION INFORMATION TECHNOLOGY COMPANY LIMITED,CN,6209,12235.54853,131,SHANGHAI,11.185,62,4.087623444
CN41959PC,"ZHEJIANG ZHONGJING TECHNOLOGY CO., LTD.",CN,2059,12226.79492,NA,HUZHOU,21.143,20,4.087312628
CN40980PC,"OCCUPATIONAL HEALTH AND SAFETY ASSISTANCES INC.,SHANGHAI",CN,8412,12218.97799,323,SHANGHAI,-0.658,84,4.087034882
CN45936PC,HUACHANG TECHNOLOGY (DALIAN) COMPANY LIMITED,CN,6201,12215.11367,287,DALIAN,8.795,62,4.086897513
CN49780PC,DCT COMPANY LIMITED,CN,3299,12211.29468,111,TIANJIN,18.156,32,4.086761712
CN9367159769,SUNNY TECHNOLOGIES INCORPORATION LIMITED,CN,2899,12210.55783,NA,HUANGSHI,19.06,28,4.086735505
CN42696PC,AUHUI ZHONGKE AUTOMATION LIMITED BY SHARE LIMITED,CN,3299,12210.24749,110,TONGCHENG,11.983,32,4.086724467
CN49922PC,JIANGSU SAIKANG MEDICAL EQUIPMENT COMPANY LIMITED,CN,4690,12206.09692,175,ZHANGJIAGANG,11.543,46,4.086576814
CN41069PC,SHANGHAI BLOOMING GRACE INTELLIGENCE ENGINEERING INC.,CN,6399,12193.93147,45,SHANGHAI,0.079,63,4.08614375
CN41125PC,BEIJING STAR CUBE TECHNOLOGY DEVELOPMENT COMPANY LIMITED,CN,4651,12187.20469,112,BEIJING,7.507,46,4.085904106
CN47104PC,TIANJIN HILOGICLOUD COMPANY LIMITED,CN,7990,12185.90434,171,TIANJIN,-1.086,79,4.085857765
CN51556PC,SACHSEN BUILDING NEW MATERIALS (LANGFANG) COMPANY LIMITED,CN,2599,12185.48722,61,LANGFANG,14.418,25,4.085842898
CN43570PC,YUEYANG JINHAN HIGH-TECH COMPANY LIMITED,CN,4675,12184.10188,36,YUEYANG,-4.065,46,4.085793522
CN48415PC,SICHUAN NANLIAN HUANZI TECHNOLOGY COMPANY LIMITED,CN,2399,12174.89612,107,JIANGYOU,20.879,23,4.085465264
CN9367195656,"ZHUHAI FILLGOLD TECHNOLOGY CO., LTD.",CN,2611,12171.60404,151,ZHUHAI,5.262,26,4.085347816
CN49021PC,CHINA ELECTRONIC COWAN SCIENCE&TECHNOLOGY COMPANY LIMITED,CN,5829,12170.17306,84,BEIJING,11.089,58,4.085296754
CN41707PC,BEIJING ALL VIEW CLOUD DATA TECHNOLOGY COMPANY LIMITED,CN,6209,12170.14482,175,BEIJING,-22.123,62,4.085295746
CN44762PC,HENAN ZHONGYUE AMORPHOUS NEW MATERIALS COMPANY LIMITED,CN,2790,12165.16376,260,SONGYANG,-6.068,27,4.08511796
CN41483PC,HUNAN SHIYOU ELECTRIC COMPANY LIMITED,CN,2790,12164.73439,160,XIANGTAN,-11.41,27,4.085102631
CN50436PC,SHENZHEN HORB TECHNOLOGY COMPANY LIMITED,CN,4719,12164.73439,200,SHENZHEN,9.889,47,4.085102631
CN44809PC,EJAM GROUP COMPANY LIMITED,CN,7311,12151.56708,107,GUANGZHOU,-1.912,73,4.084632289
CN43483PC,QINGDAO SISA ABRASIVES COMPANY LIMITED,CN,2399,12150.70834,213,QINGDAO,13.857,23,4.084601597
CN46864PC,JOINT EFFORT TECHNOLOGY CORPORATION,CN,2790,12150.4696,210,SHENZHEN,12.196,27,4.084593063
CN41498PC,SUZHOU TIPACK COMPANY LIMITED,CN,2229,12149.84961,127,SUZHOU,5.611,22,4.084570902
CN40061PC,NINGBO GQY VIDEO & TELECOM JOINT-STOCK COMPANY LIMITED,CN,2611,12144.55406,193,NINGBO,1.096,26,4.084381572
CN9367156489,"ZHONGTIAN GUIDE CONTROL TECHNOLOGY CO., LTD.",CN,7490,12143.08384,NA,XI’AN,5.417,74,4.084328994
CN49963PC,GUANGDONG FUNGO PRINTING COMPANY LIMITED,CN,1812,12140.26037,194,FOSHAN,6.334,18,4.084228001
CN45500PC,SHANGHAI BESTWAY TELECOM TECHNOLOGIES COMPANY LIMITED,CN,2630,12139.97412,113,SHANGHAI,8.837,26,4.084217761
CN43756PC,RONGCHENG QINGMU HIGH-TECH COMPANY LIMITED,CN,2720,12137.90384,162,JIEYANG,-4.944,27,4.084143692
CN48708PC,"BEIJING TONGCHUANGTONGXIN NETWORK TECHNOLOGY CO., LTD.",CN,7410,12134.34453,NA,BEIJING,0.74,74,4.084016322
CN51726PC,TIANJIN CHUANGJU TECHNOLOGY COMPANY LIMITED,CN,3299,12133.67671,156,TIANJIN,6.318,32,4.08399242
CN51040PC,JIANGSU SANGONG STEEL BRIDGE COMPANY LIMITED,CN,3299,12133.39047,106,YANGZHOU,0.781,32,4.083982174
CN46900PC,"SHENZHOU DINGLIAN TECHNOLOGY CO., LTD.",CN,5829,12133.14704,NA,JINAN,25.885,58,4.083973461
CN45346PC,LUOYANG JIUJIU TECHNOLOGY COMPANY LIMITED,CN,2829,12132.9611,125,LUOYANG,6.713,28,4.083966805
CN41326PC,CHENGDU WEST TELI INTELLIGENT EQUIPMENT COMPANY LIMITED,CN,2899,12131.81612,75,CHENGDU,11.664,28,4.083925819
CN53132PC,JIANGSU GOLD DRAGON POWER COMPANY LIMITED,CN,2711,12128.23804,108,YANGZHOU,15.796,27,4.083797712
CN42957PC,"WUHAN TIANYUAN ENVIRONMENTAL PROTECTION CO., LTD.",CN,7490,12126.06948,NA,WUHAN,27.948,74,4.083720052
CN43448PC,ZHEJIANG BAOWEI TEXTILE COMPANY LIMITED,CN,1393,12118.98732,230,LINHAI,17.716,13,4.083466331
CN51579PC,BNYC EDUCATIONAL CONSULTING (BEIJING) GROUP COMPANY LIMITED,CN,8552,12111.20641,230,BEIJING,-22.11,85,4.083187406
CN46512PC,SHENZHEN SAFETY ENTERPRISES LIMITED,CN,4649,12099.91713,209,SHENZHEN,33.238,46,4.082782396
CN43220PC,HENAN ZHENHUA ENGINEERING DEVELOPMENT COMPANY LIMITED,CN,7112,12095.03352,67,ZHENGZHOU,0.627,71,4.082607076
CN51832PC,JIANGSU HONGJI WATER SOURCE SCIENCE AND TECHNOLOGY INC,CN,7112,12083.15432,62,YANGZHOU,7.895,71,4.082180322
CN43101PC,SHENZHEN MASTER ECOLOGY & ENVIRONMENT COMPANY LIMITED,CN,8130,12080.29186,105,SHENZHEN,-13.368,81,4.082077427
